,transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score
7533,9349,671,141.1307684986824,Online,Food,DE,6,0.2533267648437414,0.0564758012650727
7543,4745,272,109.9848098312699,POS,Clothing,DE,16,0.2665289835332119,0.2280929068034695
7677,2407,463,66.22219203266054,Online,Travel,TR,23,0.0873676143047998,0.1910627181002202
5426,6870,255,137.20788894473202,ATM,Grocery,DE,18,0.0290222226817513,0.2778395055666302
3106,7641,517,101.58743788118964,POS,Food,TR,9,0.2624853285110726,0.2122901884416783
4383,2432,577,135.81654921441404,POS,Clothing,DE,13,0.0576015221649832,0.1040563754066039
8523,101,903,124.3085620732937,ATM,Grocery,FR,11,0.0280242999084999,0.1618255284659389
1849,6708,495,134.13528238734492,QR,Grocery,TR,7,0.1195930031996446,0.0351267694499466
1918,3306,25,120.55717666598215,ATM,Food,UK,9,0.2770528639749963,0.11536442256305
2028,9364,419,58.55366854903143,ATM,Travel,FR,18,0.073480808374474,0.0621980700179968
4318,9272,186,110.38829394959517,ATM,Travel,UK,18,0.2068825382812266,0.1817121160190839
9748,692,882,7.126060866829832,ATM,Grocery,TR,16,0.0969047993437916,0.0124791549075629
9767,794,701,156.31737662174888,Online,Travel,TR,12,0.1021314945195651,0.2464475961817004
9174,4041,668,58.924294375738114,QR,Grocery,DE,14,0.0575045072139729,0.0896167775225976
3482,7912,921,55.06887848746235,QR,Clothing,TR,11,0.2861036347060534,0.2550853999934885
7187,7829,542,107.98388809154105,Online,Clothing,UK,22,0.0074297091110735,0.0646778955859276
3998,8153,946,149.68448381503188,ATM,Grocery,FR,13,0.2207922131979079,0.2041903445921973
1540,5303,68,86.01039171505079,POS,Clothing,TR,22,0.1977062296587776,0.0562377698223798
7981,218,470,69.20219032432905,ATM,Travel,TR,14,0.0218499654860188,0.2954851865872163
3080,766,824,84.56612951626086,QR,Electronics,US,21,0.0955995879672234,0.206751710711301
7432,5477,896,33.35960105882508,Online,Clothing,UK,7,0.1839676381733258,0.0819294048177407
8978,9360,951,122.5321468361982,ATM,Electronics,UK,16,0.1969451363078608,0.0608681346489127
1518,1333,806,80.815787246186,ATM,Electronics,DE,6,0.0347734145180315,0.1294460813211701
4441,6009,209,70.06300938468426,QR,Travel,DE,11,0.0540005301023967,0.154124387714631
7012,7346,935,110.31046041539192,Online,Travel,FR,16,0.0702198847440721,0.0933415429182976
552,4715,887,171.4117107237346,QR,Electronics,FR,10,0.0164908935759656,0.1434375182080473
5590,911,673,183.0546955948357,ATM,Food,US,16,0.084756527705783,0.0697238375307054
2320,4992,215,65.47611442167891,QR,Clothing,US,18,0.0771949610795925,0.1750929981809751
4991,9459,813,56.82369684776638,POS,Travel,UK,23,0.2027415655411249,0.2242767388262835
4771,9488,165,120.93400644321515,POS,Food,TR,10,0.2259595063141097,0.1191985611260176
5705,7329,751,44.30551735177261,QR,Electronics,UK,19,0.0740301865180617,0.2039869792181085
3389,9815,663,1552.173656762165,QR,Food,NG,2,0.7158546632765187,0.923104912209382
3596,9293,981,95.20643468687348,Online,Grocery,FR,21,0.0146117790664502,0.162822423179991
6876,5035,971,48.77575004922807,QR,Electronics,UK,23,0.0308392979953901,0.2796101877045411
5929,5936,188,135.71419880506875,Online,Electronics,UK,6,0.2140297495606152,0.2690937676959321
7561,6082,199,85.52819046759537,ATM,Clothing,UK,17,0.299515493649799,0.0427807793262001
1723,2324,5,75.28992254186474,POS,Grocery,UK,18,0.0457105657910053,0.0450683939679369
1378,7261,475,125.3232530964044,ATM,Grocery,TR,6,0.0011964293198486,0.0681265412736063
7698,7797,93,63.0787497028068,POS,Food,TR,17,0.0651132573102813,0.1035214225562675
7954,7116,875,154.1910320915629,QR,Electronics,DE,10,0.0910835700858218,0.2610571108221881
2697,4884,442,83.61906669672422,QR,Electronics,US,6,0.2955500219298574,0.2478774407330661
8194,1280,822,143.76450267082643,QR,Grocery,UK,7,0.0696092227347843,0.0517806235699741
2103,5151,935,56.99498393359676,POS,Food,DE,17,0.1877861776241401,0.0938548925989852
7266,5985,45,99.35819207974242,ATM,Electronics,DE,6,0.2021040680983273,0.1802205754556164
8594,1038,964,37.58647450655985,Online,Grocery,FR,13,0.0723192698345847,0.1808265362164786
935,3374,952,131.13135199061605,Online,Travel,DE,6,0.1230951040534175,0.239221544872577
1425,6980,938,1.0,Online,Clothing,US,9,0.0303078589291423,0.0619919279966205
1053,8380,656,67.4913863956921,Online,Clothing,FR,23,0.0538695421134839,0.0756402638872695
6490,8596,498,50.14544378673273,Online,Food,DE,9,0.2810226363327934,0.1552792452409027
4909,4612,739,120.92721600469864,QR,Clothing,US,20,0.1581808686509451,0.0179739204277073
2854,2095,760,138.37950384749797,ATM,Grocery,US,9,0.26056817308862,0.2761729179190189
5454,4558,793,245.8516385604328,POS,Clothing,DE,7,0.2297576964825561,0.1449897071086963
1939,2970,648,20.37585138608973,ATM,Food,UK,9,0.1110002587075782,0.1708953383706921
8050,5812,443,37.52617557290496,ATM,Electronics,UK,23,0.1871999298479789,0.1785103315155841
9701,4663,428,121.62176938280302,ATM,Grocery,US,12,0.0035571645211637,0.2594026556228768
220,3567,682,71.38563137028488,POS,Food,US,10,0.253525305832807,0.1476020089423281
1089,5498,942,76.59137421995783,Online,Clothing,DE,7,0.0999474258143781,0.2745506044151586
9314,348,739,34.26813021039973,ATM,Travel,UK,15,0.1616439628728413,0.2179831207824237
7429,5122,338,96.59216847827813,ATM,Electronics,UK,13,0.1369694342245917,0.1722286057961612
2579,1367,371,48.4797131386221,POS,Grocery,UK,15,0.1634521815084269,0.0770658946504244
5288,2961,676,192.81968491624428,ATM,Grocery,UK,9,0.0754584503934895,0.2986187347056742
5329,488,672,165.07964990019963,QR,Grocery,UK,15,0.2268104364701456,0.0115146860080777
3666,7270,363,61.8876111119725,QR,Grocery,DE,18,0.2176222172153974,0.0483308224766572
4501,3648,339,109.38547240639625,Online,Travel,TR,22,0.1155272777462419,0.1861732596591598
4556,8741,839,136.02824258940245,QR,Travel,FR,23,0.025715149190835,0.2054284075177583
4978,9734,788,1393.8967168822237,Online,Grocery,DE,3,0.8694597825368736,0.8642285338766212
1215,1446,294,53.25566536433152,POS,Grocery,US,13,0.213315044417012,0.208925956963942
9672,7467,920,138.83212446688947,ATM,Travel,US,21,0.0257212924501556,0.0766203167243364
1722,5998,411,49.76368861772725,ATM,Travel,US,10,0.0888758616757833,0.0811069649189344
3863,5801,65,168.8637193254234,POS,Clothing,TR,10,0.2264293717728971,0.0209915910726172
557,4449,211,101.68686474664008,QR,Travel,TR,12,0.2807206763650376,0.1999754214395842
5506,2765,269,87.3218414275899,QR,Electronics,US,13,0.2858737778152205,0.2264220350789567
7474,1109,661,64.48337548925542,ATM,Travel,TR,20,0.2551813491750844,0.191374237764953
8305,6394,719,176.6453232705813,POS,Travel,FR,8,0.0741803154038863,0.0691138846579992
2506,2179,556,196.3906498719286,POS,Travel,FR,6,0.0176161539227175,0.1898787633746837
434,9158,676,80.66477293622782,Online,Food,TR,8,0.0619300887650088,0.2174674989229837
752,7530,129,114.56668216593994,Online,Travel,DE,6,0.1629220022090004,0.1643835965593975
4959,7102,412,81.38907451766039,QR,Travel,TR,20,0.2533720556682602,0.107804276453211
6586,9665,350,10.0,ATM,Food,US,10,0.998533347436214,0.9488385204264662
6299,5061,212,104.93897187755294,ATM,Food,UK,20,0.2987483132957406,0.0124113693531547
6531,7624,811,68.3774303024567,Online,Clothing,FR,14,0.0243675182122794,0.2034820407833284
5726,5594,343,203.6507201501761,QR,Grocery,FR,13,0.1165781634565656,0.1866125492771832
861,6979,689,162.20512580783614,ATM,Electronics,UK,19,0.1879048869040795,0.0466323502286878
4514,9121,237,40.39608677120914,ATM,Food,DE,12,0.0296425985038853,0.002859309908405
1801,5926,463,183.54252647218303,POS,Grocery,DE,22,0.0359400571866051,0.2264355789370831
9914,5703,585,127.75704053127848,ATM,Food,FR,6,0.0642563838174583,0.0624065881397551
5563,5871,556,90.61041859219308,ATM,Food,TR,6,0.1005635510826552,0.0454293335431528
5713,3813,539,88.99732463141527,Online,Clothing,FR,12,0.0532090821286566,0.1501009188178967
1853,8755,175,142.24267950125216,Online,Travel,US,8,0.0817079782883627,0.1850906158338432
3954,4189,842,149.89389078971274,Online,Grocery,UK,6,0.1984928865304712,0.0656922814648987
8433,5623,826,89.402553533803,Online,Food,DE,22,0.1698041260036131,0.0200287061871386
9286,5431,986,83.28114466493399,POS,Electronics,FR,15,0.1933090289678134,0.1611300111325469
7746,494,735,134.531528487838,QR,Clothing,FR,14,0.0588434553219673,0.1977708796777881
6246,3998,771,104.0612751575125,QR,Clothing,US,8,0.0895864612326376,0.1355404620290096
1607,338,110,115.80340712008154,Online,Travel,US,19,0.2466030009244753,0.0407638007001778
6848,5059,231,119.03277106801389,Online,Food,DE,10,0.0565833985760435,0.2848979602856503
6005,1044,730,60.353422503006,QR,Travel,DE,15,0.0660176374261497,0.1669856272511812
2667,7069,989,140.64615504449725,Online,Food,US,21,0.1161450161699996,0.295641803317254
4093,4784,911,73.84797851917071,ATM,Food,UK,16,0.2071116318331164,0.0205980072475207
5058,8200,339,73.51030898456524,QR,Food,FR,12,0.1125611856509097,0.0692778196677484
1379,3916,34,111.54322050640438,QR,Travel,FR,13,0.1547924810608054,0.1081576269542947
3555,5514,152,35.8943094433468,QR,Electronics,FR,22,0.1979602915034484,0.1103386649161059
9951,3692,367,199.89130625135653,Online,Electronics,FR,14,0.2432807576053272,0.0938811257646669
7957,8528,693,131.2397694734751,POS,Grocery,UK,8,0.0417286513963485,0.2649746766234304
8543,3842,854,137.9968490979914,POS,Clothing,DE,11,0.2283409821417554,0.0603932615467609
2306,6760,378,97.2126910938068,QR,Travel,UK,20,0.2161461935726578,0.2947130022572915
8998,3717,154,59.54636690287739,Online,Food,DE,15,0.1924084479232741,0.2619238317924451
1309,8990,667,71.30322936586086,QR,Food,UK,21,0.017126872690682,0.2582021705682624
4414,4469,109,103.07979276863388,QR,Clothing,TR,9,0.2122563524426665,0.1630902787439692
5183,5427,889,85.70720219212848,Online,Food,DE,16,0.2673614214473876,0.177773996048681
3233,2275,666,92.6319932621856,QR,Travel,US,8,0.1423401788469665,0.0277494408267523
2558,4406,816,99.28654112027212,QR,Electronics,FR,15,0.0219253317393159,0.198997304772847
7515,8616,935,107.46327551966488,POS,Food,FR,9,0.0170971749917049,0.1829599469455357
148,9984,63,2995.346497712466,ATM,Grocery,NG,11,0.8636356014519898,0.8870338381803063
4419,6409,569,67.35644820481971,QR,Grocery,UK,13,0.2137896448914308,0.1395927215816501
7056,7427,747,45.68541715010359,POS,Grocery,US,11,0.1935907409474433,0.0012131710814363
6011,3432,489,1.0,QR,Electronics,US,23,0.2730026767015139,0.2610834417673065
6541,7163,517,102.3991360223306,QR,Clothing,US,9,0.1708778847691245,0.2871765526219336
8874,2781,726,21.04799444410355,POS,Electronics,TR,8,0.0327573558365805,0.2588900321338942
6171,9081,106,148.09479493451195,POS,Electronics,TR,18,0.2915051671004481,0.2163009987446222
2069,3627,924,124.34803197148392,POS,Food,UK,10,0.0047000321254439,0.0519254714934813
8951,9032,583,99.28091592451976,ATM,Clothing,UK,7,0.0138210646028025,0.101119295067141
4495,7430,160,122.76041240508236,POS,Grocery,DE,17,0.2694431611258857,0.2318218111255225
1847,2504,448,88.73023589188384,QR,Food,UK,6,0.1117496544181663,0.1250137501903878
3176,7413,234,32.19938642002872,POS,Food,TR,9,0.0692167104343415,0.2796506781416609
3689,2261,738,79.72300429664608,ATM,Travel,UK,15,0.1868185620409221,0.0525750170656731
2373,760,508,118.72427887956428,ATM,Grocery,US,16,0.2322624678126317,0.0977390804696677
5881,6122,372,1.0,POS,Food,DE,10,0.0807128595545114,0.283515163423535
5438,7324,283,52.869851899324814,ATM,Travel,TR,11,0.1223655834999157,0.2017952542465421
1186,445,198,67.98406204102922,ATM,Grocery,FR,16,0.1730013713567417,0.0704575939723753
3341,4635,493,155.36590932579668,QR,Clothing,US,17,0.1734784118238264,0.1000853527348466
1465,7372,479,114.51375087296012,QR,Clothing,FR,13,0.2062966874321784,0.1731886569512731
3375,6888,803,69.16636574608857,ATM,Food,US,18,0.2018789194522901,0.2676603210856308
7941,4197,698,65.15119911782188,ATM,Travel,FR,17,0.2259055059538848,0.1988139088947842
123,9248,355,95.6771289713498,POS,Food,US,15,0.0378444467406384,0.1888138537278521
8576,3965,755,110.4584905344376,ATM,Food,TR,13,0.1119136818016974,0.212909090890778
416,3612,661,118.9441893901418,ATM,Travel,US,10,0.2935585036508659,0.2655632600293733
3928,2839,430,95.81277823090493,ATM,Travel,TR,11,0.0525301879831136,0.0773712319082331
9560,1201,605,71.08899166895401,ATM,Clothing,US,21,0.267676531628357,0.1015043431094119
1273,187,324,48.644128789060815,Online,Electronics,DE,18,0.1466799036952705,0.206618537502285
2505,8972,203,128.37393170686386,POS,Food,UK,12,0.2775061296121733,0.2628770172804698
8315,5699,907,78.59940339728988,QR,Grocery,DE,9,0.1669769282400445,0.1015406513328041
6877,5021,69,82.72286292912547,ATM,Travel,TR,23,0.0703737529869525,0.0810703665012678
3846,9419,414,69.62795523583931,QR,Clothing,FR,19,0.1049488965209061,0.0578305287646441
7674,6,905,177.90918153813436,ATM,Travel,DE,16,0.1078575249008904,0.1566975755914796
7652,9123,81,61.592930325340575,POS,Grocery,UK,11,0.1841764926744959,0.0771701134119898
6559,7492,414,88.3934373598839,ATM,Grocery,UK,7,0.0329344505195456,0.0470723762075777
8657,1551,573,69.93497677441337,POS,Grocery,US,16,0.0884634773110512,0.2881874587887678
1298,4442,827,87.16327105787158,ATM,Travel,US,18,0.2919850759623675,0.0089768077010686
451,2850,473,152.70635041548096,ATM,Grocery,FR,13,0.2410529542856723,0.229777011041508
5688,2416,686,30.57448755413792,ATM,Electronics,DE,18,0.2809097067027937,0.240440784218404
5302,1809,650,82.97439776444115,QR,Food,FR,13,0.0438442920505709,0.2120048832376438
5122,1255,618,122.80608293761944,Online,Clothing,TR,10,0.0942823319005299,0.074676571435709
7695,6829,914,187.21049112960304,QR,Grocery,FR,21,0.2703872666323635,0.2741844513672417
9107,9897,380,641.8275553715287,ATM,Electronics,UK,12,0.9714878895495844,0.9488652590173852
5904,6916,152,187.8535670765583,Online,Travel,US,12,0.2342195449633874,0.2873679987959003
5097,1239,648,112.6504243338896,POS,Travel,FR,6,0.046741258357573,0.1015673006436125
4610,7726,511,103.76775999278318,QR,Clothing,FR,11,0.1387389240911587,0.0298770747354898
8686,2224,12,96.9451335216159,Online,Grocery,UK,16,0.1577446514239484,0.121045807051736
3395,3202,244,89.05570381719167,Online,Food,TR,22,0.0052437800874326,0.1616515432606361
5814,8882,605,93.79696610318553,Online,Grocery,US,7,0.2196917925960749,0.1479331242258064
4718,2555,21,154.4669654658346,QR,Clothing,TR,13,0.2686553959785591,0.0344185564939678
7306,4429,64,73.97985048802747,POS,Grocery,UK,15,0.1830140774097413,0.2380732973664065
8285,9942,917,842.7097579660474,Online,Travel,FR,13,0.8138110295942096,0.7464852928440957
8771,3465,456,151.51923469444966,POS,Food,US,12,0.2099289936596559,0.066125898452356
8281,3095,521,139.68790715495666,Online,Travel,US,18,0.1373877663411261,0.1279375627451699
8268,3311,136,101.67631437391596,QR,Grocery,US,17,0.0526884962337615,0.1429778976358064
3129,1163,914,70.42780902302803,QR,Grocery,UK,11,0.2787083790732644,0.0777046525468825
9270,7700,241,43.68148019275073,Online,Grocery,TR,8,0.0018716342950176,0.0504876469121431
6988,4940,105,109.87743140250744,QR,Grocery,TR,6,0.0220029665238966,0.1431172956373579
8279,6894,329,51.93647504247625,Online,Food,DE,18,0.0118003653059116,0.0240024607174763
6753,7131,210,151.8303206932476,ATM,Food,UK,8,0.0482952874410041,0.2190186181143122
5369,8375,734,160.34496744858654,ATM,Clothing,DE,19,0.2255916905453313,0.0553161554090308
94,1286,384,87.00080373736473,POS,Travel,TR,17,0.1745919314632508,0.0038651628399246
3459,2335,579,139.44850625234602,POS,Electronics,DE,8,0.0924429970064272,0.1072369572631332
6342,2591,981,135.37932287427805,Online,Food,TR,12,0.0070070854409685,0.1787583662676323
2687,2460,69,105.4199124044105,QR,Travel,UK,14,0.1459605315255334,0.121658227277759
6359,548,18,81.61488368911064,Online,Travel,FR,7,0.1292071673174928,0.0068297651154111
293,7243,304,110.8588186292446,Online,Clothing,UK,10,0.0093562686447677,0.1219302734097759
7877,8599,861,100.69150998618484,ATM,Food,US,12,0.2165364584726353,0.0846359702040152
900,2510,987,51.54246336303368,QR,Travel,FR,12,0.0164848904844001,0.226045912378266
999,6839,993,175.26193447032068,ATM,Travel,TR,20,0.1007519289706506,0.1052753577631849
7917,2553,334,127.93594185936888,QR,Clothing,TR,6,0.0782566288307869,0.114366886959305
997,3990,260,161.08540697599767,QR,Clothing,DE,21,0.2264682293191933,0.1317356567695724
4369,1403,678,183.67634208587964,POS,Electronics,FR,7,0.2904023098988984,0.1239732768325465
4855,1734,767,1.0,Online,Food,FR,13,0.1122646893583372,0.2720367401528951
483,5464,845,139.48855143183533,POS,Electronics,US,10,0.1442165905267503,0.1332065177588074
3960,7451,120,81.7879758974361,ATM,Clothing,TR,16,0.0688251951258622,0.1147392828097734
8074,3118,612,86.3489391292036,QR,Food,FR,13,0.2678277269094493,0.095996083411296
2850,77,122,178.60777399513577,ATM,Food,US,23,0.2435328727046708,0.0097967609754597
8066,1355,413,115.13138157649072,QR,Travel,DE,20,0.1504556277732471,0.1082206416676632
1466,4652,985,199.2606409418276,QR,Grocery,DE,13,0.250331585931627,0.2192874146256954
4580,1790,137,121.0659897116218,Online,Travel,FR,16,0.2776209481269368,0.1510258459864608
1345,5918,357,87.76874584793623,ATM,Food,TR,20,0.2902155141824419,0.2669433972147191
431,437,799,113.3349894751036,POS,Grocery,US,13,0.2092053754808533,0.1576934729983143
4217,3491,259,61.22922318467195,ATM,Electronics,US,11,0.0870885998498775,0.1462747889994293
1002,9237,885,115.54881725071114,POS,Clothing,FR,22,0.2425583129067261,0.2282351694970052
4026,4398,774,84.1084728990228,Online,Grocery,FR,15,0.2151653128985802,0.0902083119212466
6381,289,172,63.43376965256957,ATM,Electronics,FR,16,0.2126437237279525,0.1366045318446713
5500,8970,581,105.61883408139474,QR,Grocery,TR,19,0.0289618930423004,0.1669358814779474
829,1877,42,99.69757406804574,QR,Food,TR,7,0.2529627868225402,0.2816363378672792
3621,18,285,115.682018370391,POS,Grocery,TR,9,0.2553019158649722,0.1242944416579181
2945,594,73,124.67580176014393,ATM,Travel,FR,17,0.035825929383966,0.0046245522337194
2606,6926,157,34.69211497605232,POS,Electronics,UK,10,0.2390421356973706,0.0985767171943807
8400,6877,648,96.71355278237836,ATM,Electronics,DE,8,0.2514387778616082,0.2443598755930933
1971,5854,236,92.28348120601449,POS,Electronics,UK,18,0.0873578506560295,0.2171878848571155
7350,9943,187,3453.7255408949327,ATM,Electronics,US,0,0.773897210233561,0.9995074039087404
1069,9449,738,82.77566175229605,POS,Electronics,DE,7,0.2221072956593178,0.0713389115398424
7487,3548,245,138.714552908218,QR,Grocery,US,19,0.1340113554547303,0.1250820502318896
5961,1797,18,66.1443027059733,QR,Electronics,TR,17,0.0367437897716863,0.0019955995352728
6052,8614,666,1.0,Online,Food,FR,17,0.0164938353604397,0.055021792323063
6773,8260,764,126.59270102369,Online,Travel,DE,10,0.0281294270615321,0.0411272591949604
1338,5736,213,163.8932168695065,POS,Food,DE,7,0.1354902101014341,0.1417848932767998
4871,7987,683,117.51751604027484,QR,Clothing,TR,18,0.0744145640812527,0.0109050430776667
2371,3079,753,2.479389917129666,QR,Food,DE,9,0.1696755858683805,0.0165887056391557
5052,8285,917,120.54580667965168,POS,Travel,US,17,0.2504827688669877,0.0121640911034262
4885,1879,779,73.3683073611326,ATM,Clothing,DE,14,0.1802109972490404,0.2069907988050813
6259,484,360,69.181728540883,QR,Grocery,TR,11,0.2528579661192502,0.027996494597865
8244,1208,274,86.03233622933374,ATM,Grocery,UK,17,0.0182954761223975,0.0567405244031961
3598,9233,667,86.42444084480574,ATM,Electronics,FR,13,0.175495943720763,0.0113985350247939
9023,7505,569,153.88687088461032,ATM,Electronics,UK,18,0.1572505600004577,0.1320856096998433
7499,3226,961,118.2881515378568,Online,Electronics,TR,12,0.2760085181515996,0.1595890617534571
4316,1034,324,95.95375233590984,POS,Clothing,US,23,0.1667427383796247,0.1941043512576437
9698,866,637,123.84067975123024,QR,Travel,UK,21,0.0046303395742972,0.1810160354919617
1287,344,535,16.202949045044917,POS,Travel,TR,9,0.2027167249059776,0.1303981580784076
3032,9186,481,134.94879091723834,Online,Travel,TR,15,0.1452313377405961,0.0951124197299882
5415,4628,31,57.008726460605246,QR,Clothing,UK,8,0.227004889091201,0.1343730359182351
2884,1125,6,111.53289626041786,Online,Food,FR,14,0.2443960054481005,0.2614772129634766
2191,7529,656,160.00707937632086,QR,Travel,US,19,0.2815372347097238,0.112139537939909
6392,4639,129,106.34845400398936,POS,Travel,TR,13,0.0087561108002168,0.1715084494204881
6824,8550,942,162.4295568124676,Online,Grocery,TR,18,0.098657618215897,0.1146580916527471
4976,2983,188,157.3783226072349,ATM,Travel,US,11,0.0961043075599395,0.2479385351222737
609,6150,833,66.3909181913256,ATM,Electronics,US,23,0.2935094214471943,0.1572624616150126
4363,6539,280,104.5306800862388,ATM,Clothing,TR,13,0.0010575681336333,0.1738692944941509
3228,4686,167,45.386091798440845,POS,Food,DE,23,0.1110288959886296,0.172677760618998
2870,2142,607,64.41692307118471,POS,Electronics,UK,23,0.2144658365352499,0.2594248816082224
5695,4218,784,107.91430146992876,QR,Clothing,US,6,0.2847407489535154,0.2872202766999888
3266,7663,393,103.7947315920046,Online,Clothing,FR,6,0.1628133488603322,0.0662894216147837
4000,2482,179,139.13519693009255,POS,Clothing,UK,12,0.2612590205847533,0.0427484481154255
9452,870,762,37.48432085203432,QR,Clothing,FR,7,0.2779182355232397,0.2754335440565514
751,1166,784,104.83719564695237,POS,Food,US,13,0.1356918726581973,0.0806218009158157
1035,916,314,112.7157813276855,QR,Grocery,US,11,0.1989627165567004,0.286612193447524
9839,7093,58,104.4853631342502,Online,Travel,DE,6,0.0388877642905206,0.0377085880777132
4722,4761,629,161.02149547944325,QR,Clothing,DE,13,0.0100375405448425,0.0078141430941796
3963,2930,652,157.0779366138361,QR,Food,US,22,0.1496806314929452,0.1949135631344568
9533,2857,702,143.22859862486342,ATM,Travel,UK,13,0.0198630719653866,0.2129603873238443
4798,6081,532,69.22420750031827,POS,Travel,UK,17,0.1986791314942455,0.1697574340007009
8595,5707,121,75.34383742102656,POS,Clothing,FR,21,0.1698318371020755,0.1683233615342031
3856,9574,937,1122.188810614569,ATM,Travel,DE,23,0.8298309875439829,0.8633467738684251
319,6124,504,21.109679737017657,QR,Grocery,US,8,0.023981075419585,0.1202390690447976
547,6339,513,191.94532821547523,ATM,Travel,UK,9,0.2925079202635752,0.1464960751095246
62,2421,851,47.642508611002135,POS,Electronics,FR,22,0.1673007578124903,0.0514210841473445
6516,3638,395,16.44063335516836,Online,Grocery,DE,7,0.036258589369768,0.2021772052937056
4080,7949,519,35.72077823932709,ATM,Travel,UK,7,0.276120399799658,0.0568638830779279
7810,1993,906,58.8832264323638,POS,Travel,FR,10,0.1534172139749287,0.1974372746963722
5328,4562,620,110.9046403230833,ATM,Electronics,DE,13,0.09858860954248,0.1741420643622654
6987,2788,367,156.1415722749564,POS,Travel,UK,17,0.0868506269239131,0.0495189135238762
9146,838,110,118.85169189140063,ATM,Clothing,UK,21,0.0936275758971976,0.2369668880646963
9979,6567,366,149.3101215430763,POS,Food,UK,8,0.2878842768321166,0.2823292955573433
5740,9083,782,105.88119920374211,POS,Food,UK,12,0.1972655986337444,0.2136367078982614
3200,3196,767,24.78766644775895,QR,Grocery,FR,23,0.2711203751963141,0.1631307230674802
3821,8439,715,72.94094227332695,Online,Grocery,TR,11,0.2698005132369578,0.1088837902571075
1774,361,603,152.65000136493703,Online,Food,TR,17,0.1262183089467859,0.2255399473618376
6046,6108,548,102.09096739476696,ATM,Food,US,15,0.1339435350650767,0.1932951842710114
7347,1706,674,107.99202885826983,QR,Clothing,TR,17,0.0064348265880544,0.0819504039947875
6354,5991,337,120.96730368306724,Online,Electronics,US,23,0.0414967181468115,0.27521673151588
5721,9492,460,68.60612304897377,POS,Food,US,6,0.1428779995358153,0.1589653706878455
8047,472,568,122.57347932818982,Online,Grocery,US,9,0.065157561416896,0.0943076201720372
2771,100,450,80.07465410587432,QR,Grocery,TR,21,0.292205084146935,0.0006726523144116
6924,4300,502,108.56317629100968,QR,Travel,UK,21,0.0969656564128588,0.1833209459743997
7009,3487,558,68.327818261456,QR,Electronics,DE,22,0.0657692725529074,0.1401126213814408
5089,2808,458,82.18014963396975,Online,Clothing,DE,8,0.244229292683781,0.0151924323426455
6187,321,814,37.970320757963286,Online,Electronics,FR,9,0.016142151570482,0.1963539965227153
7040,5738,73,51.86125743664676,Online,Food,DE,14,0.2998161159179129,0.2289158595038821
3770,3219,200,133.4176983921729,QR,Food,FR,17,0.1352492546043524,0.2036757559948307
3010,7948,731,62.52687683084047,Online,Travel,UK,16,0.1950791823592561,0.1194530509785627
9553,1306,195,16.894264322427972,Online,Food,FR,12,0.2819285346456003,0.2685892655560069
8546,2768,112,53.61158504521484,ATM,Electronics,TR,12,0.2586758307951191,0.2026350173327382
9090,629,545,37.74827703743212,ATM,Food,US,14,0.2580027301705485,0.0787198332108981
574,3755,494,40.3979227919034,ATM,Clothing,UK,7,0.1895119312454143,0.1209425723132257
3677,6448,385,69.411317301724,QR,Clothing,FR,21,0.0035871870421486,0.2625601022201794
9102,9989,517,10.0,Online,Food,NG,14,0.703891897361814,0.9978304619783582
56,7148,370,159.54442682243848,Online,Electronics,DE,15,0.1882386571796466,0.2722497398464544
2193,6833,824,72.57885554359551,POS,Clothing,DE,18,0.206352735149864,0.1886022028635026
111,7396,309,103.4943997934704,POS,Food,UK,13,0.2819132340093351,0.1661318151718537
7790,113,320,142.29198121216962,ATM,Grocery,DE,13,0.0037561613650811,0.1796135002627451
7234,876,261,138.72902488658707,QR,Electronics,UK,10,0.290222541476755,0.0315259509320665
4292,3205,784,103.45749080682734,POS,Food,DE,19,0.0450804822251047,0.0861632508711793
3150,8415,131,26.190127964704544,Online,Travel,DE,13,0.0803766221642656,0.2624567043769459
1270,6726,542,67.02310638684455,QR,Food,DE,19,0.0385278760874741,0.2019097648104293
4529,3448,672,169.04632819006488,ATM,Grocery,FR,8,0.0541077909367827,0.2725973131065711
2443,3197,890,112.26060867341772,Online,Travel,US,13,0.2351245595301038,0.0953776068275816
5043,9539,53,2792.402747694218,QR,Electronics,US,21,0.8372002570801762,0.7614200181597094
2251,6613,215,41.640787307616925,Online,Food,US,17,0.0926333575182487,0.027984797985671
8932,3313,439,85.97457076877652,ATM,Food,DE,17,0.0809338316975144,0.2875172319465229
5213,3333,901,158.42923075977072,QR,Electronics,FR,20,0.2920978170159826,0.1418922683477037
9168,3972,478,71.34845368938893,ATM,Food,TR,17,0.0515595371876817,0.2811470488603454
3940,5377,823,97.35108625352352,ATM,Grocery,TR,20,0.0375882951994087,0.1420892040420932
1385,674,889,139.91740256745538,POS,Clothing,TR,11,0.0200915103882367,0.1376676251917746
7588,450,393,61.27691780378449,POS,Electronics,FR,20,0.0033986160500479,0.2238195747773761
8640,7068,99,59.23413816660699,QR,Clothing,FR,20,0.2001134800765196,0.1515415491910393
1108,7207,555,223.64999633840432,POS,Grocery,TR,20,0.0739054132925551,0.0810634944433632
8494,1732,181,35.72477384860488,ATM,Electronics,UK,16,0.0484372226468221,0.1039946699271791
4977,8219,47,161.62680775002843,ATM,Grocery,UK,8,0.2300128135576527,0.0500785940000657
